"","X.1","X","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend","tempc","precip","Absolute_change","lat_cat","long_cat","geo.coords"
"549",549,572,"Savanna","Botwsana","BOTE4",-18.8435193,24.04015845,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"53.56","46.37",-7.19,-0.553076923,"very high resolution satellite imagery","s236","Africa","Decrease","Savanna_decrease",23,525,0.553076923,-20,20,"_ -20 _ 20 _"
"550",550,573,"Savanna","Botwsana","BOTE5",-18.55988197,24.04000007,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"8.86","11.23",2.37,0.182307692,"very high resolution satellite imagery","s237","Africa","Increase","Savanna_increase",22.9,546,0.182307692,-20,20,"_ -20 _ 20 _"
"551",551,574,"Savanna","Botwsana","BOTE6",-18.71986973,24.03991119,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"24.98","19.9",-5.08,-0.390769231,"very high resolution satellite imagery","s238","Africa","Decrease","Savanna_decrease",23,538,0.390769231,-20,20,"_ -20 _ 20 _"
"552",552,575,"Savanna","Botwsana","BOTE7",-18.72344984,24.08263987,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"40.82","39.43",-1.39,-0.106923077,"very high resolution satellite imagery","s239","Africa","Decrease","Savanna_decrease",23,530,0.106923077,-20,20,"_ -20 _ 20 _"
"553",553,576,"Savanna","Botwsana","BOTE8",-18.76099257,24.0376346,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"49.09","48.02",-1.07,-0.082307692,"very high resolution satellite imagery","s240","Africa","Decrease","Savanna_decrease",23,538,0.082307692,-20,20,"_ -20 _ 20 _"
"554",554,577,"Savanna","Botwsana","BOTF1",-21.97905218,20.80374009,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.83","10.01",2.18,0.218,"very high resolution satellite imagery","s241","Africa","Increase","Savanna_increase",21.1,336,0.218,-30,20,"_ -30 _ 20 _"
"555",555,578,"Savanna","Botwsana","BOTF2",-22.27699084,20.89092355,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.55","9.32",4.77,0.477,"very high resolution satellite imagery","s242","Africa","Increase","Savanna_increase",21.3,319,0.477,-30,20,"_ -30 _ 20 _"
"556",556,579,"Savanna","Botwsana","BOTF3",-22.24362168,20.94649174,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.39","13.46",10.07,1.007,"very high resolution satellite imagery","s243","Africa","Increase","Savanna_increase",21.4,310,1.007,-30,20,"_ -30 _ 20 _"
"557",557,580,"Savanna","Botwsana","BOTF4",-22.36036006,20.80005466,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"17.75","37.05",19.3,1.93,"very high resolution satellite imagery","s244","Africa","Increase","Savanna_increase",21.3,289,1.93,-30,20,"_ -30 _ 20 _"
"558",558,581,"Savanna","Botwsana","BOTF5",-22.36527167,20.88236013,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"15.93","20.33",4.4,0.44,"very high resolution satellite imagery","s245","Africa","Increase","Savanna_increase",21.3,302,0.44,-30,20,"_ -30 _ 20 _"
"559",559,582,"Savanna","Botwsana","BOTF6",-22.35227618,20.94361676,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"10.14","13.7",3.56,0.356,"very high resolution satellite imagery","s246","Africa","Increase","Savanna_increase",21.3,311,0.356,-30,20,"_ -30 _ 20 _"
"560",560,583,"Savanna","Botwsana","BOTF7",-22.44410535,20.80589365,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"28.1","47.26",19.16,1.916,"very high resolution satellite imagery","s247","Africa","Increase","Savanna_increase",21.3,308,1.916,-30,20,"_ -30 _ 20 _"
"561",561,584,"Savanna","Botwsana","BOTF8",-22.43686321,20.88212117,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"8.3","30.91",22.61,2.261,"very high resolution satellite imagery","s248","Africa","Increase","Savanna_increase",21.4,311,2.261,-30,20,"_ -30 _ 20 _"
"562",562,585,"Savanna","Botwsana","BOTF9",-22.43855864,20.9601625,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.9","17.71",10.81,1.081,"very high resolution satellite imagery","s249","Africa","Increase","Savanna_increase",21.4,299,1.081,-30,20,"_ -30 _ 20 _"
"563",563,586,"Savanna","Botwsana","BOTF10",-22.48253686,20.84964793,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"39.77","46.21",6.44,0.644,"very high resolution satellite imagery","s250","Africa","Increase","Savanna_increase",21.3,310,0.644,-30,20,"_ -30 _ 20 _"
"564",564,587,"Savanna","Botwsana","BOTF11",-22.51995477,20.93294924,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"12.41","26.71",14.3,1.43,"very high resolution satellite imagery","s251","Africa","Increase","Savanna_increase",21.2,299,1.43,-30,20,"_ -30 _ 20 _"
"565",565,588,"Savanna","Botwsana","BOTF12",-21.98323614,20.88057099,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"23.73","36.28",12.55,1.255,"very high resolution satellite imagery","s252","Africa","Increase","Savanna_increase",21.1,349,1.255,-30,20,"_ -30 _ 20 _"
"566",566,589,"Savanna","Botwsana","BOTF13",-22.60422262,20.80459736,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.8","12.35",7.55,0.755,"very high resolution satellite imagery","s253","Africa","Increase","Savanna_increase",21.1,290,0.755,-30,20,"_ -30 _ 20 _"
"567",567,590,"Savanna","Botwsana","BOTF14",-22.58632929,20.90315383,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"16.58","20.76",4.18,0.418,"very high resolution satellite imagery","s254","Africa","Increase","Savanna_increase",21.1,296,0.418,-30,20,"_ -30 _ 20 _"
"568",568,591,"Savanna","Botwsana","BOTF15",-22.60007559,20.95512744,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"14.58","30.48",15.9,1.59,"very high resolution satellite imagery","s255","Africa","Increase","Savanna_increase",21.1,302,1.59,-30,20,"_ -30 _ 20 _"
"569",569,592,"Savanna","Botwsana","BOTF16",-22.67983836,20.80695914,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"25","31.29",6.29,0.629,"very high resolution satellite imagery","s256","Africa","Increase","Savanna_increase",21,290,0.629,-30,20,"_ -30 _ 20 _"
"570",570,593,"Savanna","Botwsana","BOTF17",-22.68159294,20.88019533,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"15.38","21.75",6.37,0.637,"very high resolution satellite imagery","s257","Africa","Increase","Savanna_increase",21,288,0.637,-30,20,"_ -30 _ 20 _"
"571",571,594,"Savanna","Botwsana","BOTF18",-22.75312743,20.79466115,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"1.68","33.2",31.52,3.152,"very high resolution satellite imagery","s258","Africa","Increase","Savanna_increase",20.9,282,3.152,-30,20,"_ -30 _ 20 _"
"572",572,595,"Savanna","Botwsana","BOTF19",-22.7612489,20.95414517,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"17.36","25.81",8.45,0.845,"very high resolution satellite imagery","s259","Africa","Increase","Savanna_increase",20.9,290,0.845,-30,20,"_ -30 _ 20 _"
"573",573,596,"Savanna","Botwsana","BOTF20",-22.84007031,20.80237786,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.49","28.62",21.13,2.113,"very high resolution satellite imagery","s260","Africa","Increase","Savanna_increase",20.8,274,2.113,-30,20,"_ -30 _ 20 _"
"574",574,597,"Savanna","Botwsana","BOTF21",-22.86219615,20.85940985,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.89","17.53",9.64,0.964,"very high resolution satellite imagery","s261","Africa","Increase","Savanna_increase",20.8,275,0.964,-30,20,"_ -30 _ 20 _"
"575",575,598,"Savanna","Botwsana","BOTF22",-21.99408589,20.96284297,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"24.97","27.16",2.19,0.219,"very high resolution satellite imagery","s262","Africa","Increase","Savanna_increase",21.1,350,0.219,-30,20,"_ -30 _ 20 _"
"576",576,599,"Savanna","Botwsana","BOTF23",-22.85092127,20.95702134,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"10.54","22.23",11.69,1.169,"very high resolution satellite imagery","s263","Africa","Increase","Savanna_increase",20.8,282,1.169,-30,20,"_ -30 _ 20 _"
"577",577,600,"Savanna","Botwsana","BOTF24",-22.03760551,20.79722459,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"16.74","32.64",15.9,1.59,"very high resolution satellite imagery","s264","Africa","Increase","Savanna_increase",21.1,337,1.59,-30,20,"_ -30 _ 20 _"
"578",578,601,"Savanna","Botwsana","BOTF25",-22.04221334,20.87776586,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"13.47","27.47",14,1.4,"very high resolution satellite imagery","s265","Africa","Increase","Savanna_increase",21.1,338,1.4,-30,20,"_ -30 _ 20 _"
"579",579,602,"Savanna","Botwsana","BOTF26",-22.04402484,20.96724571,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"12.43","18.78",6.35,0.635,"very high resolution satellite imagery","s266","Africa","Increase","Savanna_increase",21.1,342,0.635,-30,20,"_ -30 _ 20 _"
"580",580,603,"Savanna","Botwsana","BOTF27",-22.2800551,20.8180689,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"20.64","34.36",13.72,1.372,"very high resolution satellite imagery","s267","Africa","Increase","Savanna_increase",21.3,318,1.372,-30,20,"_ -30 _ 20 _"
"581",581,604,"Savanna","Cameroon","CAMA1",9.000090639,14.83991179,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.76","38.01",5.25,0.583333333,"very high resolution satellite imagery","s268","Africa","Increase","Savanna_increase",26.9,1033,0.583333333,0,10,"_ 0 _ 10 _"
"582",582,605,"Savanna","Cameroon","CAMA2",8.800313948,14.76098898,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"47.5","63.8",16.3,1.811111111,"very high resolution satellite imagery","s269","Africa","Increase","Savanna_increase",27,1033,1.811111111,0,10,"_ 0 _ 10 _"
"583",583,606,"Savanna","Cameroon","CAMA3",8.80008401,14.79416619,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.28","43.05",10.77,1.196666667,"very high resolution satellite imagery","s270","Africa","Increase","Savanna_increase",27,986,1.196666667,0,10,"_ 0 _ 10 _"
"584",584,607,"Savanna","Cameroon","CAMA4",8.795240844,14.8338888,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"46.52","56.63",10.11,1.123333333,"very high resolution satellite imagery","s271","Africa","Increase","Savanna_increase",27,942,1.123333333,0,10,"_ 0 _ 10 _"
"585",585,608,"Savanna","Cameroon","CAMA5",8.768656128,14.72419776,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"11.43","9.27",-2.16,-0.24,"very high resolution satellite imagery","s272","Africa","Decrease","Savanna_decrease",27.1,1111,0.24,0,10,"_ 0 _ 10 _"
"586",586,609,"Savanna","Cameroon","CAMA6",8.768071302,14.83765606,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"22.8","34.96",12.16,1.351111111,"very high resolution satellite imagery","s273","Africa","Increase","Savanna_increase",26.8,1024,1.351111111,0,10,"_ 0 _ 10 _"
"587",587,610,"Savanna","Cameroon","CAMA7",8.715919948,14.79702309,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"14.14","20.64",6.5,0.722222222,"very high resolution satellite imagery","s274","Africa","Increase","Savanna_increase",26.8,1188,0.722222222,0,10,"_ 0 _ 10 _"
"588",588,611,"Savanna","Cameroon","CAMA8",8.675491304,14.73706727,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"10.69","10.8",0.11,0.012222222,"very high resolution satellite imagery","s275","Africa","Increase","Savanna_increase",27,1189,0.012222222,0,10,"_ 0 _ 10 _"
"589",589,612,"Savanna","Cameroon","CAMA9",8.635531166,14.80404023,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"17.62","20.38",2.76,0.306666667,"very high resolution satellite imagery","s276","Africa","Increase","Savanna_increase",26.7,1317,0.306666667,0,10,"_ 0 _ 10 _"
"590",590,613,"Savanna","Cameroon","CAMA10",8.95940482,14.83335162,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"57.07","70.65",13.58,1.508888889,"very high resolution satellite imagery","s277","Africa","Increase","Savanna_increase",26.9,929,1.508888889,0,10,"_ 0 _ 10 _"
"591",591,614,"Savanna","Cameroon","CAMA11",8.648177093,14.83908347,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.48","40.31",7.83,0.87,"very high resolution satellite imagery","s278","Africa","Increase","Savanna_increase",26.5,1146,0.87,0,10,"_ 0 _ 10 _"
"592",592,615,"Savanna","Cameroon","CAMA12",8.600254178,14.79685081,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"5.42","13.07",7.65,0.85,"very high resolution satellite imagery","s279","Africa","Increase","Savanna_increase",26.8,1267,0.85,0,10,"_ 0 _ 10 _"
"593",593,616,"Savanna","Cameroon","CAMA13",8.59844349,14.8392684,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"8.63","10.95",2.32,0.257777778,"very high resolution satellite imagery","s280","Africa","Increase","Savanna_increase",26.6,1365,0.257777778,0,10,"_ 0 _ 10 _"
"594",594,617,"Savanna","Cameroon","CAMA14",8.571091574,14.76152119,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"16.76","20.24",3.48,0.386666667,"very high resolution satellite imagery","s281","Africa","Increase","Savanna_increase",26.8,1326,0.386666667,0,10,"_ 0 _ 10 _"
"595",595,618,"Savanna","Cameroon","CAMA15",8.560160177,14.83440402,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"14.79","14.36",-0.43,-0.047777778,"very high resolution satellite imagery","s282","Africa","Decrease","Savanna_decrease",26.9,1234,0.047777778,0,10,"_ 0 _ 10 _"
"596",596,619,"Savanna","Cameroon","CAMA16",8.479935096,14.76485505,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"8.53","6.98",-1.55,-0.172222222,"very high resolution satellite imagery","s283","Africa","Decrease","Savanna_decrease",26.8,1084,0.172222222,0,10,"_ 0 _ 10 _"
"597",597,620,"Savanna","Cameroon","CAMA17",8.478772135,14.80126477,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.52","40.87",8.35,0.927777778,"very high resolution satellite imagery","s284","Africa","Increase","Savanna_increase",27,1017,0.927777778,0,10,"_ 0 _ 10 _"
"598",598,621,"Savanna","Cameroon","CAMA18",8.920329074,14.8401272,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"64.49","73.57",9.08,1.008888889,"very high resolution satellite imagery","s285","Africa","Increase","Savanna_increase",26.6,1170,1.008888889,0,10,"_ 0 _ 10 _"
"599",599,622,"Savanna","Cameroon","CAMA19",8.394036382,14.83612375,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.13","33.69",1.56,0.173333333,"very high resolution satellite imagery","s286","Africa","Increase","Savanna_increase",27,1281,0.173333333,0,10,"_ 0 _ 10 _"
"600",600,623,"Savanna","Cameroon","CAMA20",8.122343672,14.75255051,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"40.65","52.59",11.94,1.326666667,"very high resolution satellite imagery","s287","Africa","Increase","Savanna_increase",25.5,1160,1.326666667,0,10,"_ 0 _ 10 _"
"601",601,624,"Savanna","Cameroon","CAMA21",8.081401605,14.75680366,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"41.52","40.46",-1.06,-0.117777778,"very high resolution satellite imagery","s288","Africa","Decrease","Savanna_decrease",25,1348,0.117777778,0,10,"_ 0 _ 10 _"
"602",602,625,"Savanna","Cameroon","CAMA22",8.878971309,14.84019591,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"52.17","62.54",10.37,1.152222222,"very high resolution satellite imagery","s289","Africa","Increase","Savanna_increase",26.7,1185,1.152222222,0,10,"_ 0 _ 10 _"
"603",603,626,"Savanna","Cameroon","CAMA23",8.837252579,14.83488889,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"53.98","66.1",12.12,1.346666667,"very high resolution satellite imagery","s290","Africa","Increase","Savanna_increase",26.9,1091,1.346666667,0,10,"_ 0 _ 10 _"
"604",604,627,"Savanna","Cameroon","CAMA24",8.799610015,14.72080264,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"25.75","38.18",12.43,1.381111111,"very high resolution satellite imagery","s291","Africa","Increase","Savanna_increase",27.1,1084,1.381111111,0,10,"_ 0 _ 10 _"
"605",605,628,"Savanna","Chad","CHAA1",10.66601113,20.01285856,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"1.62","1.05",-0.57,-0.063333333,"very high resolution satellite imagery","s292","Africa","Decrease","Savanna_decrease",26.8,866,0.063333333,10,20,"_ 10 _ 20 _"
"606",606,629,"Savanna","Chad","CHAA2",10.60027682,20.04049009,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"45.29","36",-9.29,-1.032222222,"very high resolution satellite imagery","s293","Africa","Decrease","Savanna_decrease",26.8,860,1.032222222,10,20,"_ 10 _ 20 _"
"607",607,630,"Savanna","Chad","CHAA3",10.67605714,20.04261037,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"8.02","3.47",-4.55,-0.505555556,"very high resolution satellite imagery","s294","Africa","Decrease","Savanna_decrease",26.8,858,0.505555556,10,20,"_ 10 _ 20 _"
"608",608,631,"Savanna","Chad","CHAA4",10.67421152,20.08096195,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"29.92","51.34",21.42,2.38,"very high resolution satellite imagery","s295","Africa","Increase","Savanna_increase",26.8,856,2.38,10,20,"_ 10 _ 20 _"
"609",609,632,"Savanna","Chad","CHAB1",13.00414187,15.56906182,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.82","3.37",0.55,0.055,"very high resolution satellite imagery","s296","Africa","Increase","Savanna_increase",28.4,368,0.055,10,10,"_ 10 _ 10 _"
"610",610,633,"Savanna","Chad","CHAB2",12.7272007,15.57874255,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"1.72","1.85",0.13,0.013,"very high resolution satellite imagery","s297","Africa","Increase","Savanna_increase",28.4,397,0.013,10,10,"_ 10 _ 10 _"
"611",611,634,"Savanna","Chad","CHAB3",12.71963483,15.64612813,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"4.61","3.76",-0.85,-0.085,"very high resolution satellite imagery","s298","Africa","Decrease","Savanna_decrease",28.4,399,0.085,10,10,"_ 10 _ 10 _"
"612",612,635,"Savanna","Chad","CHAB4",12.68072535,15.610271,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"4.77","3.74",-1.03,-0.103,"very high resolution satellite imagery","s299","Africa","Decrease","Savanna_decrease",28.4,402,0.103,10,10,"_ 10 _ 10 _"
"613",613,636,"Savanna","Chad","CHAB5",12.56771651,15.59291267,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.48","1.45",-1.03,-0.103,"very high resolution satellite imagery","s300","Africa","Decrease","Savanna_decrease",28.4,414,0.103,10,10,"_ 10 _ 10 _"
"614",614,637,"Savanna","Chad","CHAB6",12.54043885,15.63611254,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"3.52","2.59",-0.93,-0.093,"very high resolution satellite imagery","s301","Africa","Decrease","Savanna_decrease",28.4,417,0.093,10,10,"_ 10 _ 10 _"
"615",615,638,"Savanna","Chad","CHAB7",12.51929728,15.56964067,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"1.95","1.91",-0.04,-0.004,"very high resolution satellite imagery","s302","Africa","Stable","Savanna_stable",28.4,415,0.004,10,10,"_ 10 _ 10 _"
"616",616,639,"Savanna","Chad","CHAB8",12.44864155,15.61804322,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"3.74","2.24",-1.5,-0.15,"very high resolution satellite imagery","s303","Africa","Decrease","Savanna_decrease",28.4,428,0.15,10,10,"_ 10 _ 10 _"
"617",617,640,"Savanna","Chad","CHAB9",12.44325925,15.56425361,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.6","1.82",-0.78,-0.078,"very high resolution satellite imagery","s304","Africa","Decrease","Savanna_decrease",28.4,426,0.078,10,10,"_ 10 _ 10 _"
"618",618,641,"Savanna","Chad","CHAB10",12.43216956,15.62764928,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"7.41","6.28",-1.13,-0.113,"very high resolution satellite imagery","s305","Africa","Decrease","Savanna_decrease",28.3,433,0.113,10,10,"_ 10 _ 10 _"
"619",619,642,"Savanna","Chad","CHAB11",12.28463969,15.64106495,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"5.47","7.92",2.45,0.245,"very high resolution satellite imagery","s306","Africa","Increase","Savanna_increase",28.3,450,0.245,10,10,"_ 10 _ 10 _"
"620",620,643,"Savanna","Chad","CHAB12",13.0022807,15.6162737,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.88","6.49",3.61,0.361,"very high resolution satellite imagery","s307","Africa","Increase","Savanna_increase",28.4,367,0.361,10,10,"_ 10 _ 10 _"
"621",621,644,"Savanna","Chad","CHAB13",12.3020055,15.58891363,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"6.75","8.14",1.39,0.139,"very high resolution satellite imagery","s308","Africa","Increase","Savanna_increase",28.3,447,0.139,10,10,"_ 10 _ 10 _"
"622",622,645,"Savanna","Chad","CHAB14",12.249779,15.58840019,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"3.82","8.52",4.7,0.47,"very high resolution satellite imagery","s309","Africa","Increase","Savanna_increase",28.3,453,0.47,10,10,"_ 10 _ 10 _"
"623",623,646,"Savanna","Chad","CHAB15",12.25796206,15.64976077,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"4.79","3.78",-1.01,-0.101,"very high resolution satellite imagery","s310","Africa","Decrease","Savanna_decrease",28.3,457,0.101,10,10,"_ 10 _ 10 _"
"624",624,647,"Savanna","Chad","CHAB16",12.14376335,15.62851332,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"8.8","3.69",-5.11,-0.511,"very high resolution satellite imagery","s311","Africa","Decrease","Savanna_decrease",28.3,475,0.511,10,10,"_ 10 _ 10 _"
"625",625,648,"Savanna","Chad","CHAB17",12.91719457,15.63703475,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"5.69","9.17",3.48,0.348,"very high resolution satellite imagery","s312","Africa","Increase","Savanna_increase",28.4,381,0.348,10,10,"_ 10 _ 10 _"
"626",626,649,"Savanna","Chad","CHAB18",12.87319074,15.63029261,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"7.26","3.77",-3.49,-0.349,"very high resolution satellite imagery","s313","Africa","Decrease","Savanna_decrease",28.4,383,0.349,10,10,"_ 10 _ 10 _"
"627",627,650,"Savanna","Chad","CHAB19",12.84990984,15.58032261,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"5.76","3.73",-2.03,-0.203,"very high resolution satellite imagery","s314","Africa","Decrease","Savanna_decrease",28.4,384,0.203,10,10,"_ 10 _ 10 _"
"628",628,651,"Savanna","Chad","CHAB20",12.84130331,15.62906791,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"5.58","5.63",0.05,0.005,"very high resolution satellite imagery","s315","Africa","Stable","Savanna_stable",28.4,383,0.005,10,10,"_ 10 _ 10 _"
"629",629,652,"Savanna","Chad","CHAB21",12.76673307,15.56578373,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.96","4.53",1.57,0.157,"very high resolution satellite imagery","s316","Africa","Increase","Savanna_increase",28.4,391,0.157,10,10,"_ 10 _ 10 _"
"630",630,653,"Savanna","Chad","CHAB22",12.78784119,15.64670934,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.56","1.9",-0.66,-0.066,"very high resolution satellite imagery","s317","Africa","Decrease","Savanna_decrease",28.4,393,0.066,10,10,"_ 10 _ 10 _"
"631",631,654,"Savanna","Somalia","ETHA1",8.999939967,45.00252162,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"6.93","12.89",5.96,0.662222222,"very high resolution satellite imagery","s318","Africa","Increase","Savanna_increase",24.7,209,0.662222222,0,40,"_ 0 _ 40 _"
"632",632,655,"Savanna","Somalia","ETHA2",8.875728004,45.04069398,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"18.32","40.73",22.41,2.49,"very high resolution satellite imagery","s319","Africa","Increase","Savanna_increase",24.6,205,2.49,0,40,"_ 0 _ 40 _"
"633",633,656,"Savanna","Somalia","ETHA3",8.882160008,45.07236598,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"11.24","16.43",5.19,0.576666667,"very high resolution satellite imagery","s320","Africa","Increase","Savanna_increase",24.6,204,0.576666667,0,40,"_ 0 _ 40 _"
"634",634,657,"Savanna","Somalia","ETHA4",8.838280798,45.00164237,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"4.82","4.25",-0.57,-0.063333333,"very high resolution satellite imagery","s321","Africa","Decrease","Savanna_decrease",24.3,217,0.063333333,0,40,"_ 0 _ 40 _"
"635",635,658,"Savanna","Somalia","ETHA5",8.840729909,45.03919858,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"2.47","3.08",0.61,0.067777778,"very high resolution satellite imagery","s322","Africa","Increase","Savanna_increase",24.4,211,0.067777778,0,40,"_ 0 _ 40 _"
"636",636,659,"Savanna","Somalia","ETHA6",8.838347781,45.07348475,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"1.3","2.43",1.13,0.125555556,"very high resolution satellite imagery","s323","Africa","Increase","Savanna_increase",24.5,209,0.125555556,0,40,"_ 0 _ 40 _"
"637",637,660,"Savanna","Somalia","ETHA7",8.80602666,45.04264758,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"2.1","2.67",0.57,0.063333333,"very high resolution satellite imagery","s324","Africa","Increase","Savanna_increase",24.4,222,0.063333333,0,40,"_ 0 _ 40 _"
"638",638,661,"Savanna","Somalia","ETHA8",8.789375301,45.07374439,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"3.95","3.46",-0.49,-0.054444444,"very high resolution satellite imagery","s325","Africa","Decrease","Savanna_decrease",24.4,221,0.054444444,0,40,"_ 0 _ 40 _"
"639",639,662,"Savanna","Somalia","ETHA9",8.755582786,45.02154857,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"8.4","12.57",4.17,0.463333333,"very high resolution satellite imagery","s326","Africa","Increase","Savanna_increase",24.3,235,0.463333333,0,40,"_ 0 _ 40 _"
