"","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend"
"525","Savanna","Angola","ANGB4",-11.79427679,23.39737203,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"98.28","98.27",-0.01,-0.00125,"very high resolution satellite imagery","s189","Africa","Stable","Savanna_stable"
"526","Savanna","Angola","ANGB5",-11.87987078,23.32857625,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"78.76","79.02",0.26,0.0325,"very high resolution satellite imagery","s190","Africa","Increase","Savanna_increase"
"527","Savanna","Angola","ANGB6",-11.87965123,23.39269971,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"96.38","94.56",-1.82,-0.2275,"very high resolution satellite imagery","s191","Africa","Decrease","Savanna_decrease"
"528","Savanna","Angola","ANGB7",-11.67994868,23.36329885,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"90.54","91.88",1.34,0.1675,"very high resolution satellite imagery","s192","Africa","Increase","Savanna_increase"
"529","Savanna","Angola","ANGB8",-11.67998238,23.40018286,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"89.48","82.61",-6.87,-0.85875,"very high resolution satellite imagery","s193","Africa","Decrease","Savanna_decrease"
"530","Savanna","Angola","ANGB9",-11.72250875,23.31652476,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"94.98","93.85",-1.13,-0.14125,"very high resolution satellite imagery","s194","Africa","Decrease","Savanna_decrease"
"531","Savanna","Angola","ANGB10",-11.71747763,23.36097093,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"77.6","80.85",3.25,0.40625,"very high resolution satellite imagery","s195","Africa","Increase","Savanna_increase"
"532","Savanna","Angola","ANGB11",-11.71877251,23.4021135,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"98.43","99.47",1.04,0.13,"very high resolution satellite imagery","s196","Africa","Increase","Savanna_increase"
"533","Savanna","Angola","ANGB12",-11.75681984,23.32197511,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"83.05","89.9",6.85,0.85625,"very high resolution satellite imagery","s197","Africa","Increase","Savanna_increase"
"534","Savanna","Angola","ANGB13",-11.76003529,23.35877494,"Axelsson and Hanan 2018","trees/shrubs","Group",8,2004,2012,"87.3","92.59",5.29,0.66125,"very high resolution satellite imagery","s198","Africa","Increase","Savanna_increase"
"535","Savanna","Botwsana","BOTA1",-25.43449439,22.04923013,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"13.97","14.37",0.4,0.033333333,"very high resolution satellite imagery","s199","Africa","Increase","Savanna_increase"
"536","Savanna","Botwsana","BOTA2",-25.47540345,22.19909221,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"3.7","6.71",3.01,0.250833333,"very high resolution satellite imagery","s200","Africa","Increase","Savanna_increase"
"537","Savanna","Botwsana","BOTA3",-25.51903433,22.12063554,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"13.1","13.01",-0.09,-0.0075,"very high resolution satellite imagery","s201","Africa","Stable","Savanna_stable"
"538","Savanna","Botwsana","BOTA4",-25.51596455,22.15964217,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"10.64","13.41",2.77,0.230833333,"very high resolution satellite imagery","s202","Africa","Increase","Savanna_increase"
"539","Savanna","Botwsana","BOTA5",-25.55409646,22.078598,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"12.69","14.17",1.48,0.123333333,"very high resolution satellite imagery","s203","Africa","Increase","Savanna_increase"
"540","Savanna","Botwsana","BOTA6",-25.55687604,22.1234479,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"9.3","13.01",3.71,0.309166667,"very high resolution satellite imagery","s204","Africa","Increase","Savanna_increase"
"541","Savanna","Botwsana","BOTA7",-25.60473413,22.09221956,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"11.24","12.16",0.92,0.076666667,"very high resolution satellite imagery","s205","Africa","Increase","Savanna_increase"
"542","Savanna","Botwsana","BOTA8",-25.60120866,22.11667336,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"14.7","14.22",-0.48,-0.04,"very high resolution satellite imagery","s206","Africa","Decrease","Savanna_decrease"
"543","Savanna","Botwsana","BOTA9",-25.44349578,22.07954847,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"9.54","11.96",2.42,0.201666667,"very high resolution satellite imagery","s207","Africa","Increase","Savanna_increase"
"544","Savanna","Botwsana","BOTA10",-25.63142625,22.04175478,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"11.8","13.06",1.26,0.105,"very high resolution satellite imagery","s208","Africa","Increase","Savanna_increase"
"545","Savanna","Botwsana","BOTA11",-25.63390599,22.07710778,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"5.57","6.15",0.58,0.048333333,"very high resolution satellite imagery","s209","Africa","Increase","Savanna_increase"
"546","Savanna","Botwsana","BOTA12",-25.63385414,22.12159652,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"8.41","6.16",-2.25,-0.1875,"very high resolution satellite imagery","s210","Africa","Decrease","Savanna_decrease"
"547","Savanna","Botwsana","BOTA13",-25.63425518,22.16690325,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"12.55","13.35",0.8,0.066666667,"very high resolution satellite imagery","s211","Africa","Increase","Savanna_increase"
"548","Savanna","Botwsana","BOTA14",-25.43611117,22.1226723,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"13.89","13.01",-0.88,-0.073333333,"very high resolution satellite imagery","s212","Africa","Decrease","Savanna_decrease"
"549","Savanna","Botwsana","BOTA15",-25.4370458,22.16366791,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"8.92","8.39",-0.53,-0.044166667,"very high resolution satellite imagery","s213","Africa","Decrease","Savanna_decrease"
"550","Savanna","Botwsana","BOTA16",-25.43766395,22.20052145,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"5.94","5.34",-0.6,-0.05,"very high resolution satellite imagery","s214","Africa","Decrease","Savanna_decrease"
"551","Savanna","Botwsana","BOTA17",-25.4774863,22.04169518,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"22.3","20.67",-1.63,-0.135833333,"very high resolution satellite imagery","s215","Africa","Decrease","Savanna_decrease"
"552","Savanna","Botwsana","BOTA18",-25.47927938,22.07796403,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"10.97","10.09",-0.88,-0.073333333,"very high resolution satellite imagery","s216","Africa","Decrease","Savanna_decrease"
"553","Savanna","Botwsana","BOTA19",-25.47251095,22.11790752,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"10.27","10.23",-0.04,-0.003333333,"very high resolution satellite imagery","s217","Africa","Stable","Savanna_stable"
"554","Savanna","Botwsana","BOTA20",-25.47723823,22.15797081,"Axelsson and Hanan 2018","trees/shrubs","Group",12,2002,2014,"17.01","15.92",-1.09,-0.090833333,"very high resolution satellite imagery","s218","Africa","Decrease","Savanna_decrease"
"555","Savanna","Botwsana","BOTD1",-23.60225935,27.03855599,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"12.7","15.22",2.52,0.252,"very high resolution satellite imagery","s219","Africa","Increase","Savanna_increase"
"556","Savanna","Botwsana","BOTD2",-23.80088078,26.96681177,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"14.77","10.66",-4.11,-0.411,"very high resolution satellite imagery","s220","Africa","Decrease","Savanna_decrease"
"557","Savanna","Botwsana","BOTD3",-23.80125284,26.99672249,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"35.39","19.55",-15.84,-1.584,"very high resolution satellite imagery","s221","Africa","Decrease","Savanna_decrease"
"558","Savanna","Botwsana","BOTD4",-23.79891696,27.04535683,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"38.74","40.72",1.98,0.198,"very high resolution satellite imagery","s222","Africa","Increase","Savanna_increase"
"559","Savanna","Botwsana","BOTD5",-23.84292952,26.99968529,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"13.85","23.43",9.58,0.958,"very high resolution satellite imagery","s223","Africa","Increase","Savanna_increase"
"560","Savanna","Botwsana","BOTD6",-23.85912552,26.96190782,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"30.18","37.81",7.63,0.763,"very high resolution satellite imagery","s224","Africa","Increase","Savanna_increase"
"561","Savanna","Botwsana","BOTD7",-23.64357128,27.04505642,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"14.02","12.63",-1.39,-0.139,"very high resolution satellite imagery","s225","Africa","Decrease","Savanna_decrease"
"562","Savanna","Botwsana","BOTD8",-23.6800268,26.96021473,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"25.19","36.94",11.75,1.175,"very high resolution satellite imagery","s226","Africa","Increase","Savanna_increase"
"563","Savanna","Botwsana","BOTD9",-23.71993227,26.95863707,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"29.91","30.35",0.44,0.044,"very high resolution satellite imagery","s227","Africa","Increase","Savanna_increase"
"564","Savanna","Botwsana","BOTD10",-23.71997821,27.04077932,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"34.09","30.98",-3.11,-0.311,"very high resolution satellite imagery","s228","Africa","Decrease","Savanna_decrease"
"565","Savanna","Botwsana","BOTD11",-23.71533823,27.07844472,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"23.45","18.21",-5.24,-0.524,"very high resolution satellite imagery","s229","Africa","Decrease","Savanna_decrease"
"566","Savanna","Botwsana","BOTD12",-23.7628052,26.99606916,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"19.56","16.43",-3.13,-0.313,"very high resolution satellite imagery","s230","Africa","Decrease","Savanna_decrease"
"567","Savanna","Botwsana","BOTD13",-23.75639919,27.04008077,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"23.07","30.56",7.49,0.749,"very high resolution satellite imagery","s231","Africa","Increase","Savanna_increase"
"568","Savanna","Botwsana","BOTD14",-23.76207917,27.07781896,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"12.82","11.9",-0.92,-0.092,"very high resolution satellite imagery","s232","Africa","Decrease","Savanna_decrease"
"569","Savanna","Botwsana","BOTE1",-18.75961345,24.08094148,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"36.96","33.49",-3.47,-0.266923077,"very high resolution satellite imagery","s233","Africa","Decrease","Savanna_decrease"
"570","Savanna","Botwsana","BOTE2",-18.80046305,24.04060609,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"38.42","50.24",11.82,0.909230769,"very high resolution satellite imagery","s234","Africa","Increase","Savanna_increase"
"571","Savanna","Botwsana","BOTE3",-18.7996693,24.07691626,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"45.3","37.27",-8.03,-0.617692308,"very high resolution satellite imagery","s235","Africa","Decrease","Savanna_decrease"
"572","Savanna","Botwsana","BOTE4",-18.8435193,24.04015845,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"53.56","46.37",-7.19,-0.553076923,"very high resolution satellite imagery","s236","Africa","Decrease","Savanna_decrease"
"573","Savanna","Botwsana","BOTE5",-18.55988197,24.04000007,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"8.86","11.23",2.37,0.182307692,"very high resolution satellite imagery","s237","Africa","Increase","Savanna_increase"
"574","Savanna","Botwsana","BOTE6",-18.71986973,24.03991119,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"24.98","19.9",-5.08,-0.390769231,"very high resolution satellite imagery","s238","Africa","Decrease","Savanna_decrease"
"575","Savanna","Botwsana","BOTE7",-18.72344984,24.08263987,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"40.82","39.43",-1.39,-0.106923077,"very high resolution satellite imagery","s239","Africa","Decrease","Savanna_decrease"
"576","Savanna","Botwsana","BOTE8",-18.76099257,24.0376346,"Axelsson and Hanan 2018","trees/shrubs","Group",13,2002,2015,"49.09","48.02",-1.07,-0.082307692,"very high resolution satellite imagery","s240","Africa","Decrease","Savanna_decrease"
"577","Savanna","Botwsana","BOTF1",-21.97905218,20.80374009,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.83","10.01",2.18,0.218,"very high resolution satellite imagery","s241","Africa","Increase","Savanna_increase"
"578","Savanna","Botwsana","BOTF2",-22.27699084,20.89092355,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.55","9.32",4.77,0.477,"very high resolution satellite imagery","s242","Africa","Increase","Savanna_increase"
"579","Savanna","Botwsana","BOTF3",-22.24362168,20.94649174,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"3.39","13.46",10.07,1.007,"very high resolution satellite imagery","s243","Africa","Increase","Savanna_increase"
"580","Savanna","Botwsana","BOTF4",-22.36036006,20.80005466,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"17.75","37.05",19.3,1.93,"very high resolution satellite imagery","s244","Africa","Increase","Savanna_increase"
"581","Savanna","Botwsana","BOTF5",-22.36527167,20.88236013,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"15.93","20.33",4.4,0.44,"very high resolution satellite imagery","s245","Africa","Increase","Savanna_increase"
"582","Savanna","Botwsana","BOTF6",-22.35227618,20.94361676,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"10.14","13.7",3.56,0.356,"very high resolution satellite imagery","s246","Africa","Increase","Savanna_increase"
"583","Savanna","Botwsana","BOTF7",-22.44410535,20.80589365,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"28.1","47.26",19.16,1.916,"very high resolution satellite imagery","s247","Africa","Increase","Savanna_increase"
"584","Savanna","Botwsana","BOTF8",-22.43686321,20.88212117,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"8.3","30.91",22.61,2.261,"very high resolution satellite imagery","s248","Africa","Increase","Savanna_increase"
"585","Savanna","Botwsana","BOTF9",-22.43855864,20.9601625,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"6.9","17.71",10.81,1.081,"very high resolution satellite imagery","s249","Africa","Increase","Savanna_increase"
"586","Savanna","Botwsana","BOTF10",-22.48253686,20.84964793,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"39.77","46.21",6.44,0.644,"very high resolution satellite imagery","s250","Africa","Increase","Savanna_increase"
"587","Savanna","Botwsana","BOTF11",-22.51995477,20.93294924,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"12.41","26.71",14.3,1.43,"very high resolution satellite imagery","s251","Africa","Increase","Savanna_increase"
"588","Savanna","Botwsana","BOTF12",-21.98323614,20.88057099,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"23.73","36.28",12.55,1.255,"very high resolution satellite imagery","s252","Africa","Increase","Savanna_increase"
"589","Savanna","Botwsana","BOTF13",-22.60422262,20.80459736,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"4.8","12.35",7.55,0.755,"very high resolution satellite imagery","s253","Africa","Increase","Savanna_increase"
"590","Savanna","Botwsana","BOTF14",-22.58632929,20.90315383,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"16.58","20.76",4.18,0.418,"very high resolution satellite imagery","s254","Africa","Increase","Savanna_increase"
"591","Savanna","Botwsana","BOTF15",-22.60007559,20.95512744,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"14.58","30.48",15.9,1.59,"very high resolution satellite imagery","s255","Africa","Increase","Savanna_increase"
"592","Savanna","Botwsana","BOTF16",-22.67983836,20.80695914,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"25","31.29",6.29,0.629,"very high resolution satellite imagery","s256","Africa","Increase","Savanna_increase"
"593","Savanna","Botwsana","BOTF17",-22.68159294,20.88019533,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"15.38","21.75",6.37,0.637,"very high resolution satellite imagery","s257","Africa","Increase","Savanna_increase"
"594","Savanna","Botwsana","BOTF18",-22.75312743,20.79466115,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"1.68","33.2",31.52,3.152,"very high resolution satellite imagery","s258","Africa","Increase","Savanna_increase"
"595","Savanna","Botwsana","BOTF19",-22.7612489,20.95414517,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"17.36","25.81",8.45,0.845,"very high resolution satellite imagery","s259","Africa","Increase","Savanna_increase"
"596","Savanna","Botwsana","BOTF20",-22.84007031,20.80237786,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.49","28.62",21.13,2.113,"very high resolution satellite imagery","s260","Africa","Increase","Savanna_increase"
"597","Savanna","Botwsana","BOTF21",-22.86219615,20.85940985,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"7.89","17.53",9.64,0.964,"very high resolution satellite imagery","s261","Africa","Increase","Savanna_increase"
"598","Savanna","Botwsana","BOTF22",-21.99408589,20.96284297,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"24.97","27.16",2.19,0.219,"very high resolution satellite imagery","s262","Africa","Increase","Savanna_increase"
"599","Savanna","Botwsana","BOTF23",-22.85092127,20.95702134,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"10.54","22.23",11.69,1.169,"very high resolution satellite imagery","s263","Africa","Increase","Savanna_increase"
"600","Savanna","Botwsana","BOTF24",-22.03760551,20.79722459,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"16.74","32.64",15.9,1.59,"very high resolution satellite imagery","s264","Africa","Increase","Savanna_increase"
"601","Savanna","Botwsana","BOTF25",-22.04221334,20.87776586,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"13.47","27.47",14,1.4,"very high resolution satellite imagery","s265","Africa","Increase","Savanna_increase"
"602","Savanna","Botwsana","BOTF26",-22.04402484,20.96724571,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"12.43","18.78",6.35,0.635,"very high resolution satellite imagery","s266","Africa","Increase","Savanna_increase"
"603","Savanna","Botwsana","BOTF27",-22.2800551,20.8180689,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2005,2015,"20.64","34.36",13.72,1.372,"very high resolution satellite imagery","s267","Africa","Increase","Savanna_increase"
"604","Savanna","Cameroon","CAMA1",9.000090639,14.83991179,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.76","38.01",5.25,0.583333333,"very high resolution satellite imagery","s268","Africa","Increase","Savanna_increase"
"605","Savanna","Cameroon","CAMA2",8.800313948,14.76098898,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"47.5","63.8",16.3,1.811111111,"very high resolution satellite imagery","s269","Africa","Increase","Savanna_increase"
"606","Savanna","Cameroon","CAMA3",8.80008401,14.79416619,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.28","43.05",10.77,1.196666667,"very high resolution satellite imagery","s270","Africa","Increase","Savanna_increase"
"607","Savanna","Cameroon","CAMA4",8.795240844,14.8338888,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"46.52","56.63",10.11,1.123333333,"very high resolution satellite imagery","s271","Africa","Increase","Savanna_increase"
"608","Savanna","Cameroon","CAMA5",8.768656128,14.72419776,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"11.43","9.27",-2.16,-0.24,"very high resolution satellite imagery","s272","Africa","Decrease","Savanna_decrease"
"609","Savanna","Cameroon","CAMA6",8.768071302,14.83765606,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"22.8","34.96",12.16,1.351111111,"very high resolution satellite imagery","s273","Africa","Increase","Savanna_increase"
"610","Savanna","Cameroon","CAMA7",8.715919948,14.79702309,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"14.14","20.64",6.5,0.722222222,"very high resolution satellite imagery","s274","Africa","Increase","Savanna_increase"
"611","Savanna","Cameroon","CAMA8",8.675491304,14.73706727,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"10.69","10.8",0.11,0.012222222,"very high resolution satellite imagery","s275","Africa","Increase","Savanna_increase"
"612","Savanna","Cameroon","CAMA9",8.635531166,14.80404023,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"17.62","20.38",2.76,0.306666667,"very high resolution satellite imagery","s276","Africa","Increase","Savanna_increase"
"613","Savanna","Cameroon","CAMA10",8.95940482,14.83335162,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"57.07","70.65",13.58,1.508888889,"very high resolution satellite imagery","s277","Africa","Increase","Savanna_increase"
"614","Savanna","Cameroon","CAMA11",8.648177093,14.83908347,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.48","40.31",7.83,0.87,"very high resolution satellite imagery","s278","Africa","Increase","Savanna_increase"
"615","Savanna","Cameroon","CAMA12",8.600254178,14.79685081,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"5.42","13.07",7.65,0.85,"very high resolution satellite imagery","s279","Africa","Increase","Savanna_increase"
"616","Savanna","Cameroon","CAMA13",8.59844349,14.8392684,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"8.63","10.95",2.32,0.257777778,"very high resolution satellite imagery","s280","Africa","Increase","Savanna_increase"
"617","Savanna","Cameroon","CAMA14",8.571091574,14.76152119,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"16.76","20.24",3.48,0.386666667,"very high resolution satellite imagery","s281","Africa","Increase","Savanna_increase"
"618","Savanna","Cameroon","CAMA15",8.560160177,14.83440402,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"14.79","14.36",-0.43,-0.047777778,"very high resolution satellite imagery","s282","Africa","Decrease","Savanna_decrease"
"619","Savanna","Cameroon","CAMA16",8.479935096,14.76485505,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"8.53","6.98",-1.55,-0.172222222,"very high resolution satellite imagery","s283","Africa","Decrease","Savanna_decrease"
"620","Savanna","Cameroon","CAMA17",8.478772135,14.80126477,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.52","40.87",8.35,0.927777778,"very high resolution satellite imagery","s284","Africa","Increase","Savanna_increase"
"621","Savanna","Cameroon","CAMA18",8.920329074,14.8401272,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"64.49","73.57",9.08,1.008888889,"very high resolution satellite imagery","s285","Africa","Increase","Savanna_increase"
"622","Savanna","Cameroon","CAMA19",8.394036382,14.83612375,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"32.13","33.69",1.56,0.173333333,"very high resolution satellite imagery","s286","Africa","Increase","Savanna_increase"
"623","Savanna","Cameroon","CAMA20",8.122343672,14.75255051,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"40.65","52.59",11.94,1.326666667,"very high resolution satellite imagery","s287","Africa","Increase","Savanna_increase"
"624","Savanna","Cameroon","CAMA21",8.081401605,14.75680366,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"41.52","40.46",-1.06,-0.117777778,"very high resolution satellite imagery","s288","Africa","Decrease","Savanna_decrease"
"625","Savanna","Cameroon","CAMA22",8.878971309,14.84019591,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"52.17","62.54",10.37,1.152222222,"very high resolution satellite imagery","s289","Africa","Increase","Savanna_increase"
"626","Savanna","Cameroon","CAMA23",8.837252579,14.83488889,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"53.98","66.1",12.12,1.346666667,"very high resolution satellite imagery","s290","Africa","Increase","Savanna_increase"
"627","Savanna","Cameroon","CAMA24",8.799610015,14.72080264,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"25.75","38.18",12.43,1.381111111,"very high resolution satellite imagery","s291","Africa","Increase","Savanna_increase"
"628","Savanna","Chad","CHAA1",10.66601113,20.01285856,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"1.62","1.05",-0.57,-0.063333333,"very high resolution satellite imagery","s292","Africa","Decrease","Savanna_decrease"
"629","Savanna","Chad","CHAA2",10.60027682,20.04049009,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"45.29","36",-9.29,-1.032222222,"very high resolution satellite imagery","s293","Africa","Decrease","Savanna_decrease"
"630","Savanna","Chad","CHAA3",10.67605714,20.04261037,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"8.02","3.47",-4.55,-0.505555556,"very high resolution satellite imagery","s294","Africa","Decrease","Savanna_decrease"
"631","Savanna","Chad","CHAA4",10.67421152,20.08096195,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2005,2014,"29.92","51.34",21.42,2.38,"very high resolution satellite imagery","s295","Africa","Increase","Savanna_increase"
"632","Savanna","Chad","CHAB1",13.00414187,15.56906182,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.82","3.37",0.55,0.055,"very high resolution satellite imagery","s296","Africa","Increase","Savanna_increase"
"633","Savanna","Chad","CHAB2",12.7272007,15.57874255,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"1.72","1.85",0.13,0.013,"very high resolution satellite imagery","s297","Africa","Increase","Savanna_increase"
"634","Savanna","Chad","CHAB3",12.71963483,15.64612813,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"4.61","3.76",-0.85,-0.085,"very high resolution satellite imagery","s298","Africa","Decrease","Savanna_decrease"
"635","Savanna","Chad","CHAB4",12.68072535,15.610271,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"4.77","3.74",-1.03,-0.103,"very high resolution satellite imagery","s299","Africa","Decrease","Savanna_decrease"
"636","Savanna","Chad","CHAB5",12.56771651,15.59291267,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.48","1.45",-1.03,-0.103,"very high resolution satellite imagery","s300","Africa","Decrease","Savanna_decrease"
"637","Savanna","Chad","CHAB6",12.54043885,15.63611254,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"3.52","2.59",-0.93,-0.093,"very high resolution satellite imagery","s301","Africa","Decrease","Savanna_decrease"
"638","Savanna","Chad","CHAB7",12.51929728,15.56964067,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"1.95","1.91",-0.04,-0.004,"very high resolution satellite imagery","s302","Africa","Stable","Savanna_stable"
"639","Savanna","Chad","CHAB8",12.44864155,15.61804322,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"3.74","2.24",-1.5,-0.15,"very high resolution satellite imagery","s303","Africa","Decrease","Savanna_decrease"
"640","Savanna","Chad","CHAB9",12.44325925,15.56425361,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"2.6","1.82",-0.78,-0.078,"very high resolution satellite imagery","s304","Africa","Decrease","Savanna_decrease"
"641","Savanna","Chad","CHAB10",12.43216956,15.62764928,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2006,2016,"7.41","6.28",-1.13,-0.113,"very high resolution satellite imagery","s305","Africa","Decrease","Savanna_decrease"
